12	0	-6	-12	-16	-27	-37
15	4	2	-3	-4	-18	-20
25	11	8	-1	-2	-20	-25
24	10	6	-3	-14	-19	-32
22	9	8	0	-1	-18	-26
31	15	7	4	-2	-12	-19
31	10	9	4	1	-13	-25
25	11	11	2	-7	-14	-37
20	9	7	-2	-7	-18	-19
24	10	4	3	1	-16	-17
28	13	7	0	2	-16	-32
27	12	10	2	2	-13	-22
27	13	10	3	1	-13	-14
27	13	7	2	0	-12	-21
28	13	11	2	0	-12	-24
23	12	11	3	2	-10	-10
32	18	2	5	-3	-14	-15
28	17	11	5	0	-11	-19
29	16	12	4	2	-12	-33
32	16	12	5	-3	-11	-22
27	13	12	4	3	-12	-21
33	19	3	4	-2	-14	-18
27	11	2	3	-4	-18	-41
